"City name","Lat. Long","date","temperature","feels_like","temp_min","temp_max","pressure","humidity","sea level","sunrise time","sunset time"
"Novi Sad","45.23, 19.82","2023-11-26 08:58:25","274.66","269.11","274.25","275.94","1009","72","1009.0","2023-11-26 05:53:01","2023-11-26 15:03:07"
